rt_id,wd_id,title,series_qid,series_label,franchise_qid,franchise_label,bom_id,imdb_id,tmdb_id,budget,budget_currency_qid,budget_currency,budget_asof,budget_source,revenue,box_office_currency_qid,box_office_currency,box_office_asof,box_office_region_qid,box_office_region,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,imdb_budget,imdb_box_office_value,tmdb_budget,tmdb_box_office_value,id,index_in_series,index_in_franchise,n_films_in_series,n_films_in_franchise,roi_multiple,success_category
m/maze_runner_the_death_cure,Q23068002,Maze Runner: The Death Cure,Q18611408,Maze Runner,,,mazerunner3,tt4500922,336843.0,62000000.0,Q4917,,,P2130,288261741.0,Q4917,,,,,Maze Runner: The Death Cure,"Thomas leads some escaped Gladers on their final and most dangerous mission yet. To save their friends, they must break into the legendary Last City, a WCKD-controlled labyrinth that may turn out to be the deadliest maze of all. Anyone who makes it out alive will get answers to the questions that the Gladers have been asking since they arrived in the maze.","Maze Runner: The Death Cure may offer closure to fans of the franchise, but for anyone who hasn't already been hooked, this bloated final installment is best left unseen.",PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",Wes Ball,T.S. Nowlin,"Kaya Scodelario, Thomas Sangster, Rosa Salazar, Giancarlo Esposito, Dexter Darden, Aidan Gillen, Ki Hong Lee, Barry Pepper, Patricia Clarkson, Walton Goggins",2018-01-26,2018-04-06,142.0,20th Century Fox,Rotten,43.0,169.0,Spilled,59.0,17118.0,36,72,97,62000000.0,288175335.0,62000000.0,288175335.0,336843.0,2.0,,3.0,,4.649382919354839,Blockbuster
m/kickboxer_retaliation,Q24342065,Kickboxer: Retaliation,Q20649953,Kickboxer,,,kickboxerretaliation,tt5208950,447665.0,13000000.0,,,,,4537.0,,,,,,Kickboxer: Retaliation,"One year after avenging his brother's murder, MMA champion Kurt Sloane finds himself imprisoned by a powerful gangster in Thailand. To win back his freedom, he must train for a fight against a 400-pound killer in an underground death match.",,R,"Action & Adventure, Drama",Dimitri Logothetis,Dimitri Logothetis,"Alain Moussi, Christopher Lambert, Jean-Claude Van Damme, Mike Tyson, Sara Malakul Lane, Jessica Jann, Hafþór Júlíus Björnsson, Sam Medina",2018-01-26,2018-01-26,110.0,Well Go USA Entertainment,Fresh,92.0,13.0,Upright,69.0,472.0,5,12,1,13000000.0,4537.0,13000000.0,4537.0,447665.0,1.0,,2.0,,0.000349,Flop
m/fifty_shades_freed,Q22712210,Fifty Shades Freed,Q25222455,Fifty Shades,,,fiftyshadesfreed,tt4477536,337167.0,55000000.0,,,,,371900000.0,Q4917,,,,,Fifty Shades Freed,"Believing they've left behind the shadowy figures from the past, billionaire Christian Grey and his new wife, Anastasia, fully embrace their inextricable connection and shared life of luxury. Just as the Greys begin to step into their new roles, sinister events come to light and jeopardize their happy ending before it even begins.","Fifty Shades Freed brings its titillating trilogy to a clumsy conclusion, making for a film franchise that adds up to a distinctly dissatisfying ménage à trois.",R,Drama,James Foley,Niall Leonard,"Dakota Johnson, Jamie Dornan, Eric Johnson, Rita Ora, Luke Grimes, Victor Rasuk, Jennifer Ehle, Eloise Mumford, Max Martini, Callum Keith Rennie, Bruce Altman, Arielle Kebbel, Robinne Lee, Brant Daugherty, Marcia Gay Harden, Kim Basinger, Amy Price-Francis, Fay Masterson, Ashleigh LaThrop, Tyler Hoechlin",2018-02-09,2018-10-30,105.0,Universal Pictures,Rotten,11.0,192.0,Spilled,37.0,5736.0,37,22,171,55000000.0,368307760.0,55000000.0,368307760.0,337167.0,2.0,,3.0,,6.761818181818182,Blockbuster
m/the_strangers_prey_at_night,Q42049541,The Strangers: Prey at Night,Q114044356,The Strangers,,,strangers2,tt1285009,371608.0,5000000.0,Q4917,,,P2769,32100000.0,Q4917,,,,,The Strangers: Prey At Night,Mike and his wife Cindy take their son and daughter on a road trip that becomes their worst nightmare. The family members soon find themselves in a desperate fight for survival when they arrive at a secluded mobile home park that's mysteriously deserted -- until three masked psychopaths show up to satisfy their thirst for blood.,"The Strangers: Prey at Night may appeal to fans of the original who've been jonesing for a sequel, but its thin story and ironic embrace of genre tropes add up to a bloody step back.",R,Horror,Johannes Roberts,"Bryan Bertino, Ben Ketai","Bailee Madison, Christina Hendricks, Martin Henderson, Lewis Pullman, Emma Bellomy",2018-03-09,2018-05-22,85.0,Aviron Pictures,Rotten,39.0,122.0,Spilled,35.0,2116.0,22,48,74,12500000.0,31039126.0,12500000.0,31039126.0,371608.0,1.0,,2.0,,6.42,Blockbuster
m/tomb_raider_2018,Q28489891,Tomb Raider,,,Q111328790,Tomb Raider,dcfilm0318,tt1365519,338970.0,94000000.0,Q4917,,,P2130,58250803.0,Q4917,,,,,Tomb Raider,"Lara Croft is the fiercely independent daughter of an eccentric adventurer who vanished years earlier. Hoping to solve the mystery of her father's disappearance, Croft embarks on a perilous journey to his last-known destination -- a fabled tomb on a mythical island that might be somewhere off the coast of Japan. The stakes couldn't be higher as Lara must rely on her sharp mind, blind faith and stubborn spirit to venture into the unknown.",Tomb Raider reboots the franchise with a more grounded approach and a star who's clearly more than up to the task -- neither of which are well served by an uninspired origin story.,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",Roar Uthaug,"Geneva Robertson-Dworet, Alastair Siddons","Alicia Vikander, Dominic West, Walton Goggins, Daniel Wu, Kristin Scott Thomas, Hannah John-Kamen, Nick Frost, Alexandre Willaume, Emily Carey, Michael Obiora",2018-03-16,2018-05-29,118.0,Warner Bros. Pictures,Rotten,51.0,315.0,Spilled,55.0,10773.0,51,161,154,94000000.0,274650803.0,94000000.0,274650803.0,338970.0,,2.0,,3.0,0.6196893936170212,Flop
m/pacific_rim_uprising,Q27826501,Pacific Rim: Uprising,Q60851000,Pacific Rim,,,pacificrim2,tt2557478,268896.0,150000000.0,Q4917,,,P2130,59874525.0,Q4917,,,,,Pacific Rim Uprising,"Jake Pentecost is a once-promising Jaeger pilot whose legendary father gave his life to secure humanity's victory against the monstrous Kaiju. Jake has since abandoned his training only to become caught up in a criminal underworld. But when an even more unstoppable threat is unleashed to tear through cities and bring the world to its knees, Jake is given one last chance by his estranged sister, Mako Mori, to live up to his father's legacy.","Pacific Rim Uprising won't win any points for subtlety or originality, but it delivers enough of the rock 'em-sock 'em robots-vs.-kaiju thrills that fans of the original will be looking for.",PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",Steven S. DeKnight,"Emily Carmichael, Kira Snyder, Steven S. DeKnight, T.S. Nowlin","John Boyega, Scott Eastwood, Cailee Spaeny, Rinko Kikuchi, Burn Gorman, Adria Arjona, Charlie Day, Dustin Clare, Karan Brar, Shyrley Rodriguez, Nick E. Tarabay, Daniel Feuerriegel, Levi Meaden, Bridger Zadina, Rahart Adams, Ivanna Sakhno, Madeleine McGraw, Jaime Slater, Mackenyu, Lily Ji, Zhang Jin, Samantha Jean, Tim Johnson Jr., Tim Johnson Jr., Westley Wong, Marisa Lamonica, Ellen McLain, Jasper Bagg, Angie Tricker, Jai Day, Sam Kalidi, Yingying Lang, Nick Satriano, Mona Rhys, Akira Fujii, Amanda Benson, Daniel Millar, Karim Zreika, Jip Panosot, Alice Chen, Allen Chenu, Luke Owen, Tor Dollhouse, Yongchen Qian, Rajeev Pahuja, Jim Punnett, Charles Napoleon An, Marco Sinigaglia, Jeffrey Mercado-Libunao, Anna Ladner, Kyle Whalley, Karen Gould, Charles Bail, Charles Bai, George Mulis, Chen Zitong, Jessica Gould, Michael McHugh, Wayne Huang, Dan MurfeeDee Murphy, Gunbold Gunnar Bold, Frazer Ruddick, Zeppelin Hamilton, Bruce Guo, John Jumane, Sharon Parkes, Tian Jing, Jiaming Guo, Lyric Lan, Shane Rangi, Erik Aadahl",2018-03-23,2018-06-05,111.0,Universal Pictures,Rotten,43.0,257.0,Spilled,38.0,32444.0,43,111,146,150000000.0,290061297.0,150000000.0,290061297.0,268896.0,1.0,,2.0,,0.3991635,Flop
m/avengers_infinity_war,Q23780914,Avengers: Infinity War,Q63405798,The Infinity Saga,,,marvel0518,tt4154756,299536.0,400000000.0,Q4917,,,P2130,2048359754.0,Q4917,,2019-01-13T00:00:00Z,,,Avengers: Infinity War,"Iron Man, Thor, the Hulk and the rest of the Avengers unite to battle their most powerful enemy yet -- the evil Thanos. On a mission to collect all six Infinity Stones, Thanos plans to use the artifacts to inflict his twisted will on reality. The fate of the planet and existence itself has never been more uncertain as everything the Avengers have fought for has led up to this moment.","Avengers: Infinity War ably juggles a dizzying array of MCU heroes in the fight against their gravest threat yet, and the result is a thrilling, emotionally resonant blockbuster that (mostly) realizes its gargantuan ambitions.",PG-13,"Action & Adventure, Science Fiction & Fantasy",Anthony Russo,"Christopher Markus, Stephen McFeely","Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson, Benedict Cumberbatch, Don Cheadle, Tom Holland (II), Chadwick Boseman, Paul Bettany, Elizabeth Olsen, Karen Gillan, Zoe Saldana, Dave Bautista, Tom Hiddleston, Anthony Mackie, Sebastian Stan, Benedict Wong, Idris Elba, Danai Gurira, Vin Diesel, Bradley Cooper, Gwyneth Paltrow, Benicio Del Toro, Josh Brolin, Chris Pratt, William Hurt, Letitia Wright, Pom Klementieff, Paul Rudd, Kerry Condon, Peter Dinklage, Angela Bassett, Carrie Coon, Sean Gunn, Winston Duke, Florence Kasumba, Jacob Batalon, Callan Mulvey, Terry Notary, Tom Vaughan-Lawlor, Perla Middleton, Harrison Osterfield, Tiffany Espensen, Marija Abney, Isabella Amara, Marie Mouroum, Hyejin Jang, Matthew Zuk, Ethan Dizon, Annie Pisapia, Floyd Anthony Johns, Jr., Blair Jasin, Michael David Yuhl, Kejuan London Keith, Michael Pierino Miller, Slim Khezri, Martavious Gayles, Sergio Briones, Cecil M. Henry, Chase Ledgerwood, Daniela Gaskie, David Escobar, John Gettier, Devin Koehler, Mallory Kidwell, Edward Parker, Luke Maher, Cobie Smulders, Samuel L. Jackson",2018-04-27,2018-07-31,149.0,Walt Disney Pictures,Certified-Fresh,85.0,472.0,Upright,91.0,58720.0,57,400,72,300000000.0,2052415039.0,300000000.0,2052415039.0,299536.0,12.0,,16.0,,5.120899385,Blockbuster
m/deadpool_2,Q25431158,Deadpool 2,Q29559108,Deadpool,,,foxmarvel18,tt5463162,383498.0,110000000.0,Q4917,,,P2130,324591735.0,Q4917,,,,,Deadpool 2,"Wisecracking mercenary Deadpool meets Russell, an angry teenage mutant who lives at an orphanage. When Russell becomes the target of Cable -- a genetically enhanced soldier from the future -- Deadpool realizes that he'll need some help saving the boy from such a superior enemy. He soon joins forces with Bedlam, Shatterstar, Domino and other powerful mutants to protect young Russell from Cable and his advanced weaponry.","Though it threatens to buckle under the weight of its meta gags, Deadpool 2 is a gory, gleeful lampoon of the superhero genre buoyed by Ryan Reynolds' undeniable charm.",R,"Action & Adventure, Comedy",David Leitch,"Rhett Reese, Paul Wernick, Ryan Reynolds","Ryan Reynolds, Josh Brolin, Morena Baccarin, Julian Dennison, Zazie Beetz, T.J. Miller, Brianna Hildebrand, Karan Soni, Leslie Uggams, Eddie Marsan, Jack Kesy, Bill Skarsgård, Terry Crews, Lewis Tan, Rob Delaney",2018-05-18,2018-08-07,120.0,20th Century Fox,Certified-Fresh,83.0,412.0,Upright,85.0,31738.0,51,344,68,110000000.0,785896609.0,110000000.0,785896609.0,383498.0,1.0,,2.0,,2.9508339545454545,Hit
m/solo_a_star_wars_story,Q27038847,Solo: A Star Wars Story,Q51964873,Star Wars Anthology,Q462,Q462,untitledhansolostarwarsanthologyfilm,tt3778644,348350.0,250000000.0,Q4917,,,P2130,392924807.0,Q4917,,,,,Solo: A Star Wars Story,"Young Han Solo finds adventure when he joins forces with a gang of galactic smugglers and a 190-year-old Wookie named Chewbacca. Indebted to the gangster Dryden Vos, the crew devises a daring plan to travel to the mining planet Kessel to steal a batch of valuable coaxium. In need of a fast ship, Solo meets Lando Calrissian, the suave owner of the perfect vessel for the dangerous mission -- the Millennium Falcon.","A flawed yet fun and fast-paced space adventure, Solo: A Star Wars Story should satisfy newcomers to the saga as well as longtime fans who check their expectations at the theater door.",PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",Ron Howard,"Lawrence Kasdan, Jon Kasdan","Alden Ehrenreich, Joonas Suotamo, Woody Harrelson, Emilia Clarke, Donald Glover, Thandie Newton, Phoebe Waller-Bridge, Paul Bettany, Linda Hunt",2018-05-25,2018-09-14,135.0,Walt Disney Pictures,Fresh,70.0,474.0,Upright,64.0,43979.0,59,330,144,250000000.0,392952373.0,250000000.0,392952373.0,348350.0,1.0,8.0,2.0,10.0,1.571699228,Break-even
m/jurassic_world_fallen_kingdom,Q21877685,Jurassic World: Fallen Kingdom,Q17862144,Jurassic Park,Q2336369,Jurassic Park,jurassicworldsequel,tt4881806,351286.0,170000000.0,Q4917,,,P2130,1309500000.0,Q4917,,,,,Jurassic World: Fallen Kingdom,"Three years after the destruction of the Jurassic World theme park, Owen Grady and Claire Dearing return to the island of Isla Nublar to save the remaining dinosaurs from a volcano that's about to erupt. They soon encounter terrifying new breeds of gigantic dinos while uncovering a conspiracy that threatens the entire planet.","Jurassic World: Fallen Kingdom adds another set piece-packed entry to the blockbuster franchise, although genuinely thrilling moments are in increasingly short supply.",PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",J.A. Bayona,"Colin Trevorrow, Derek Connolly","Chris Pratt, Bryce Dallas Howard, Rafe Spall, Justice Smith, Daniella Pineda, James Cromwell, Ted Levine, B.D. Wong, Isabella Sermon, Geraldine Chaplin, Jeff Goldblum",2018-06-22,2018-08-31,128.0,Universal Pictures,Rotten,47.0,422.0,Spilled,48.0,29990.0,59,199,223,170000000.0,1310466296.0,170000000.0,1310466296.0,351286.0,4.0,4.0,5.0,5.0,7.702941176470588,Blockbuster
m/ant_man_and_the_wasp,Q22957393,Ant-Man and the Wasp,Q63405798,The Infinity Saga,,,ant-manandthewasp,tt5095030,363088.0,162000000.0,Q4917,,,P2130,622674139.0,Q4917,,,,,Ant-Man and the Wasp,"Scott Lang is grappling with the consequences of his choices as both a superhero and a father. Approached by Hope van Dyne and Dr. Hank Pym, Lang must once again don the Ant-Man suit and fight alongside the Wasp. The urgent mission soon leads to secret revelations from the past as the dynamic duo finds itself in an epic battle against a powerful new enemy.","A lighter, brighter superhero movie powered by the effortless charisma of Paul Rudd and Evangeline Lilly, Ant-Man and The Wasp offers a much-needed MCU palate cleanser.",PG-13,"Action & Adventure, Comedy, Science Fiction & Fantasy",Peyton Reed,"Gabriel Ferrari, Andrew Barrer, Erik Sommers","Paul Rudd, Evangeline Lilly, Michael Peña, Walton Goggins, Bobby Cannavale, Judy Greer, T.I., David Dastmalchian, Hannah John-Kamen, Abby Ryder Fortson, Randall Park, Michelle Pfeiffer, Laurence Fishburne, Michael Douglas",2018-07-06,2018-10-02,118.0,Walt Disney Pictures,Certified-Fresh,87.0,426.0,Upright,75.0,24677.0,54,373,54,140000000.0,622674139.0,140000000.0,622674139.0,363088.0,13.0,,16.0,,3.843667524691358,Blockbuster
m/hotel_transylvania_3_summer_vacation,Q28840385,Hotel Transylvania 3: Summer Vacation,Q65071834,list of Sony Pictures Animation productions,,,hoteltransylvania3,tt5220122,400155.0,65000000.0,Q4917,,,P2130,528583774.0,Q4917,,,,,Hotel Transylvania 3: Summer Vacation,"Your favorite monster family boards a luxury cruise ship so Dracula can take a summer vacation from the hotel. It's smooth sailing for the pack as they indulge in all of the fun the cruise has to offer, including monster volleyball, exotic excursions and catching up on their moon tans. But the dream vacation soon turns into a nightmare when Mavis realizes Drac has fallen for the mysterious captain of the ship, Ericka, who hides a dangerous secret that could destroy them all.",Hotel Transylvania 3: Summer Vacation delivers exactly what fans will expect - which means another 97 agreeably lightweight minutes of fast-paced gags and colorful animation.,PG,"Animation, Comedy, Kids & Family",Genndy Tartakovsky,"Genndy Tartakovsky, Michael McCullers","Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, David Spade, Steve Buscemi, Keegan-Michael Key, Molly Shannon, Fran Drescher, Mel Brooks",2018-07-13,2018-09-26,97.0,Columbia Pictures / Sony Pictures Animation,Fresh,62.0,118.0,Spilled,48.0,3485.0,25,73,45,80000000.0,528600000.0,80000000.0,528600000.0,400155.0,13.0,,15.0,,8.132058061538462,Blockbuster
m/equalizer_2,Q41493467,The Equalizer 2,,,Q113380420,The Equalizer,theequalizer2,tt3766354,345887.0,62000000.0,Q4917,,,P2130,173707458.0,Q4917,,,,,Equalizer 2,"If you have a problem and there is nowhere else to turn, the mysterious and elusive Robert McCall will deliver the vigilante justice you seek. This time, however, McCall's past cuts especially close to home when thugs kill Susan Plummer -- his best friend and former colleague. Now out for revenge, McCall must take on a crew of highly trained assassins who'll stop at nothing to destroy him.","The Equalizer 2 delivers the visceral charge of a standard vigilante thriller, but this reunion of trusted talents ultimately proves a disappointing case study in diminishing returns.",R,"Action & Adventure, Mystery & Suspense",Antoine Fuqua,Richard Wenk,"Denzel Washington, Pedro Pascal, Ashton Sanders, Bill Pullman, Melissa Leo, Jonathan Scarfe, Sakina Jaffrey, Caroline Day, Orson Bean, Abigail Marlowe",2018-07-20,2018-11-13,121.0,Columbia Pictures,Rotten,52.0,200.0,Upright,61.0,4882.0,39,103,97,62000000.0,190400157.0,62000000.0,190400157.0,345887.0,,1.0,,2.0,2.801733193548387,Hit
m/mamma_mia_here_we_go_again,Q36951175,Mamma Mia! Here We Go Again,Q55640984,Mamma Mia!,,,mammamia2,tt6911608,458423.0,75000000.0,,,,,394700000.0,Q4917,,,,,Mamma Mia! Here We Go Again,"In 1979 young Donna, Tanya and Rosie graduate from Oxford University -- leaving Donna free to embark on a series of adventures throughout Europe. On her journeys, she makes the acquaintances of Harry, Bill and Sam -- the latter whom she falls in love with, but he's also the man who breaks her heart. In the present day, Donna's pregnant daughter, Sophie, dreams of renovating a taverna while reuniting with her mother's old friends and boyfriends on the Greek island of Kalokairi.","Mamma Mia! Here We Go Again doubles down on just about everything fans loved about the original -- and my my, how can fans resist it?",PG-13,"Comedy, Musical & Performing Arts",Ol Parker,Ol Parker,"Meryl Streep, Pierce Brosnan, Colin Firth, Stellan Skarsgård, Julie Walters, Dominic Cooper, Amanda Seyfried, Christine Baranski, Lily James, Josh Dylan, Hugh Skinner, Jeremy Irvine, Alexa Davies, Jessica Keenan, Andy Garcia, Cher",2018-07-20,2018-10-09,114.0,Universal Pictures,Certified-Fresh,79.0,274.0,Upright,66.0,5261.0,47,216,58,75000000.0,395044706.0,75000000.0,395044706.0,458423.0,1.0,,2.0,,5.262666666666667,Blockbuster
