,rotten_tomatoes_link,wd_film_qid,wd_film_label,series_qid,series_label,franchise_qid,franchise_label,budget_value,budget_currency_qid,budget_currency,budget_asof,budget_source,box_office_value,box_office_currency_qid,box_office_currency,box_office_asof,box_office_region_qid,box_office_region,p_and_a_method,share_effective,p_and_a_est,studio_rentals_est,profit_est,roi_est,gross_to_budget_multiple,breakeven_world_est,breakeven_gap,money_success_label
170,m/10009547-night_and_day,Q531261,Night and Day,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
171,m/10009552-julia,Q384040,Julia,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
172,m/1000957-angel_and_the_badman,Q645771,Angel and the Badman,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
173,m/10009583-fade_to_black,Q1026732,Fade to Black,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
174,m/1000959-angel_heart,Q493807,Angel Heart,,,,,18000000.0,Q4917,,,P2130,17185632.0,Q4917,,,,,50% of production budget (heuristic),0.45,9000000.0,7733534.4,-19266465.6,-0.7135728,0.9547573333333333,60000000.0,-42814368.0,bomb
175,m/10009596-old_dogs,Q1229857,Old Dogs,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
176,m/10009598-surrogates,Q577475,Surrogates,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
177,m/10009624-promotion,Q3532038,The Promotion,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
178,m/10009632-notorious,Q1809958,Notorious,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
179,m/10009635-soul_men,Q1122149,Soul Men,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
180,m/10009636-igor,Q1766287,Igor,,,,,25000000.0,Q4917,,,P2130,30747504.0,Q4917,,,,,50% of production budget (heuristic),0.45,12500000.0,13836376.8,-23663623.2,-0.631029952,1.22990016,83333333.33333333,-52585829.33333333,bomb
181,m/10009680-matador,Q7750634,The Matador,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
182,m/10009791-auteur,Q7714943,The Auteur,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
183,m/10009799-caller,Q7721027,The Caller,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
184,m/10009823-sin_nombre,Q1667482,Sin Nombre,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
185,m/10009828-house_of_sleeping_beauties,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
186,m/10009890-stone_angel,Q671397,The Stone Angel,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
187,m/10009926-alvin_and_the_chipmunks_2,Q378311,Alvin and the Chipmunks: The Squeakquel,Q4738263,Alvin and the Chipmunks in film,Q917295,Alvin and the Chipmunks,,,,,,443100000.0,Q4917,,,,,50% of production budget (heuristic),0.45,,199395000.0,,,,,,
188,m/10009929-a_christmas_tale,Q964375,A Christmas Tale,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
189,m/10009980-rebound,Q939410,The Rebound,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
190,m/10009992-ripple_effect,Q6109073,Ripple Effect,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
191,m/1000_times_good_night,Q17103516,A Thousand Times Good Night,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
192,m/10010011-harold,Q5659852,Harold,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
193,m/10010066-push,Q1129313,Push,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
194,m/10010077-felon,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
195,m/10010131-scar,Q3475152,Scar,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
196,m/10010150-unborn,Q1512857,The Unborn,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
197,m/10010153-bitch_slap,Q878774,Bitch Slap,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
198,m/10010155-forever_strong,Q2479589,Forever Strong,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
199,m/10010208-chocolate,Q466354,Chocolate,,,,,150000000.0,Q177882,,,P2130,3179014.0,Q4917,,,,,50% of production budget (heuristic),0.45,75000000.0,1430556.3,-223569443.7,-0.9936419719999999,0.021193426666666668,500000000.0,-496820986.0,bomb
200,m/10010214-fireproof,Q1193385,Fireproof,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
201,m/10010229-dostana,Q1251094,Dostana,,,,,5000000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,2500000.0,,,,,16666666.666666666,,
202,m/10010249-the_garden,Q7735811,The Garden,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
203,m/10010329-splinter,Q2320121,Splinter,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
204,m/10010334-leaves_of_grass,Q1810793,Leaves of Grass,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
205,m/10010335-rab_ne_bana_di_jodi,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
206,m/10010458-proposal,Q108586,The Proposal,,,,,,,,,,317400000.0,Q4917,,,,,50% of production budget (heuristic),0.45,,142830000.0,,,,,,
207,m/10010552-gigantic,Q3105463,Gigantic,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
208,m/10010568-fuel,Q5507120,Fuel,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
209,m/10010571-hush,Q2565497,Hush,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
210,m/1001063-anna_karenina,Q561208,Anna Karenina,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
211,m/10010658-orphan,Q387414,Orphan,,,,,20000000.0,Q4917,,,P2130,41596251.0,Q4917,,,,,50% of production budget (heuristic),0.45,10000000.0,18718312.95,-11281687.05,-0.376056235,2.07981255,66666666.666666664,-25070415.666666664,underperformer
212,m/10010662-my_sisters_keeper,Q814771,My Sister's Keeper,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
213,m/10010667-hangover,Q219315,The Hangover,Q1587838,The Hangover,,,,,,,,467500000.0,Q4917,,,,,50% of production budget (heuristic),0.45,,210375000.0,,,,,,
214,m/10010668-stepfather,Q2299344,The Stepfather,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
215,m/10010675-departures,Q1044598,Departures,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
216,m/10010680-boogie,Q4942837,Boogie,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
217,m/10010692-ballerina,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
218,m/10010694-season_of_the_witch,Q848391,Season of the Witch,,,,,40000000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,20000000.0,,,,,133333333.33333333,,
219,m/10010703-shuttle,Q1155354,Shuttle,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
220,m/10010760-miss_march,Q475136,Miss March,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
221,m/10010782-american_affair,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
222,m/10010785-grace,Q3112986,Grace,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
223,m/10010787-endgame,Q1340430,Endgame,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
224,m/10010789-red_baron,Q835581,The Red Baron,,,,,27000000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,13500000.0,,,,,90000000.0,,
225,m/10010919-objective,Q7754630,The Objective,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
226,m/10010940-happy_tears,Q1584307,Happy Tears,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
227,m/10010944-missing_person,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
228,m/10010957-polanski_unauthorized,Q7208976,Polanski Unauthorized,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
229,m/10010972-mammoth,Q759230,Mammoth,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
230,m/10011003-crude,Q5189842,Crude,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
231,m/10011016-messenger,Q466358,The Messenger,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
232,m/10011050-lake_mungo,Q6477009,Lake Mungo,,,,,,,,,,29850.0,Q259502,,2009-01-01T00:00:00Z,,,50% of production budget (heuristic),0.45,,13432.5,,,,,,
233,m/10011079-country_teacher,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
234,m/1001115-apartment,Q270510,The Apartment,,,,,3000000.0,Q4917,,,P2130,18600000.0,Q4917,,,,,50% of production budget (heuristic),0.45,1500000.0,8370000.0,3870000.0,0.86,6.2,10000000.0,8600000.0,hit
235,m/10011154-golden_boys,Q7737008,The Golden Boys,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
236,m/1001117-ape,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
237,m/10011235-fame,Q1395101,Fame,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
238,m/10011262-outrage,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
239,m/10011284-skin,Q1630067,Skin,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
240,m/10011303-helen,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
241,m/10011304-thirst,Q483780,Thirst,,,,,,,,,,318574.0,Q4917,,,,,50% of production budget (heuristic),0.45,,143358.30000000002,,,,,,
242,m/10011335-vengeance,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
243,m/10011379-new_world_order,Q11793905,New World Order,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
244,m/1001138-april_fools_day,Q692275,April Fool's Day,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
245,m/10011388-blood_the_last_vampire,Q1199756,Blood: The Last Vampire,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
246,m/10011435-shrink,Q548066,Shrink,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
247,m/10011457-ong_bak_2_2009,Q653564,Ong Bak 2,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
248,m/10011489-bananas,Q806087,Bananas!*,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
249,m/10011494-last_ride,Q1660083,Last Ride,,,,,,,,,,388722.0,Q259502,,2009-01-01T00:00:00Z,,,50% of production budget (heuristic),0.45,,174924.9,,,,,,
250,m/10011582-TRON_legacy,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
251,m/10011647-canyon,Q3986195,The Canyon,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
252,m/10011699-leslie_my_name_is_evil,Q3830900,"Leslie, My Name Is Evil",,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
253,m/10011721-broken_hill,Q4973403,Broken Hill,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
254,m/10011735-beautiful_life,Q4655392,A Beautiful Life,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
255,m/10011736-suck,Q447154,Suck,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
256,m/10011774-chloe,Q1075182,Chloe,,,,,,,,,,11702642.0,Q4917,,,,,50% of production budget (heuristic),0.45,,5266188.9,,,,,,
257,m/1001180-armed_and_dangerous,Q687804,Armed and Dangerous,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
258,m/10011815-hole,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
259,m/10011846-nobodys_perfect,Q16958556,NoBody's Perfect,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
260,m/10011854-good_soldier,Q7737276,The Good Soldier,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
261,m/10011857-high_life,Q251910,High Life,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
262,m/1001193-around_the_world_in_80_days,Q696057,Around the World in 80 Days,,,,,6000000.0,Q4917,,,P2130,42000000.0,Q4917,,,,,50% of production budget (heuristic),0.45,3000000.0,18900000.0,9900000.0,1.1,7.0,20000000.0,22000000.0,smash_hit
263,m/10011943-fall,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
264,m/10011944-good_heart,Q3521078,The Good Heart,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
265,m/10011946-wonderful_world,Q8031851,Wonderful World,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
266,m/10011949-collapse,Q4189177,Collapse,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
267,m/10011950-three_blind_mice,Q7797343,Three Blind Mice,,,,,,,,,,9590.0,Q259502,,2009-01-01T00:00:00Z,,,50% of production budget (heuristic),0.45,,4315.5,,,,,,
268,m/10011984-last_song,Q900362,The Last Song,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
269,m/10012014-babies,Q797969,Babies,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
270,m/10012039-lottery_ticket,Q6684966,Lottery Ticket,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
271,m/10012042-going_the_distance,Q1506412,Going the Distance,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
272,m/10012044-life_as_we_know_it,Q860734,Life as We Know It,,,,,38000000.0,Q4917,,,P2130,96165091.0,Q4917,,,,,50% of production budget (heuristic),0.45,19000000.0,43274290.95,-13725709.049999997,-0.24080191315789468,2.5306602894736843,126666666.66666666,-30501575.666666657,underperformer
273,m/10012050-final,Q2073341,The Final,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
274,m/10012051-frozen,Q887961,Frozen,,,,,5000000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,2500000.0,,,,,16666666.666666666,,
275,m/10012058-prodigal_sons,Q7247609,Prodigal Sons,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
276,m/10012063-ghost_writer,Q157879,The Ghost Writer,,,,,45000000.0,Q4917,,,P2130,60000000.0,Q4917,,,,,50% of production budget (heuristic),0.45,22500000.0,27000000.0,-40500000.0,-0.6,1.3333333333333333,150000000.0,-90000000.0,bomb
277,m/10012068-repo_men,Q1460779,Repo Men,,,,,32000000.0,Q4917,,,P2130,13794835.0,Q4917,,,,,50% of production budget (heuristic),0.45,16000000.0,6207675.75,-41792324.25,-0.870673421875,0.43108859375,106666666.66666666,-92871831.66666666,bomb
278,m/10012104-7_days,Q270012,7 Days,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
279,m/10012114-daddy_longlegs,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
280,m/10012133-veer,Q402855,Veer,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
281,m/10012136-winters_bone,Q301049,Winter's Bone,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
282,m/10012141-kids_are_all_right,Q380841,The Kids Are All Right,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
283,m/10012147-lucky,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
284,m/10012150-high_school,Q12124774,High School,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
285,m/10012207-stolen,Q3973807,Stolen,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
286,m/10012232-killing_jar,Q3521475,The Killing Jar,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
287,m/10012254-la_mission,Q3210737,La Mission,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
288,m/10012256-predators,Q380667,Predators,Q2138108,Predator,Q2138108,Predator,40000000.0,Q4917,,,P2130,127233108.0,Q4917,,,,,50% of production budget (heuristic),0.45,20000000.0,57254898.6,-2745101.3999999985,-0.04575168999999998,3.1808277,133333333.33333333,-6100225.333333328,marginal
289,m/10012264-stonewall,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
290,m/10012282-oath,Q7754608,The Oath,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
291,m/10012288-wild_hunt,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
292,m/1001240-arthur,Q627438,Arthur,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
293,m/10012426-lottery,Q7748803,The Lottery,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
294,m/1001280-assault_on_precinct_13,Q434718,Assault on Precinct 13,,,,,100000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,50000.0,,,,,333333.3333333333,,
295,m/1001294-asylum,Q543931,Asylum,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
296,m/1001323-attack_of_the_50_foot_woman,Q543347,Attack of the 50 Foot Woman,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
297,m/1001406-avenging_angel,Q4828087,Avenging Angel,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
298,m/1001425-aviator,Q484860,The Aviator,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
299,m/1001428-awakening,Q1757452,The Awakening,,,,,5300000.0,Q259502,,,P2130,8415112.0,Q4917,,,,,50% of production budget (heuristic),0.45,2650000.0,3786800.4,-4163199.6,-0.5236729056603774,1.5877569811320755,17666666.666666668,-9251554.666666668,bomb
300,m/1001488-babes_in_toyland,Q2877834,Babes in Toyland,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
301,m/1001553-bad_company,Q1660768,Bad Company,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
302,m/1001567-bad_news_bears,Q1211829,The Bad News Bears,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
303,m/1001572-bad_seed,Q164008,The Bad Seed,,,,,1000000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,500000.0,,,,,3333333.333333333,,
304,m/1001634-bang_the_drum_slowly,Q1171445,Bang the Drum Slowly,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
305,m/1001816-battleground,Q1620831,Battleground,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
306,m/1001902-beauty_and_the_beast,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
307,m/1001994-belles_of_st_trinians,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
308,m/1001_grams,Q17988542,1001 Grams,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
309,m/1002178-best_of_times,Q1477542,The Best of Times,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
310,m/1002205-betrayed,Q1350128,Betrayed,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
311,m/1002306-big_brawl,Q1218517,The Big Brawl,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
312,m/1002310-big_business,Q141518,Big Business,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
313,m/1002332-big_heat,Q1093085,The Big Heat,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
314,m/1002352-big_sleep,Q1137931,The Big Sleep,,,,,1600000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,800000.0,,,,,5333333.333333333,,
315,m/1002353-big_sleep,Q2610883,The Big Sleep,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
316,m/1002407-billy_budd,Q1121916,Billy Budd,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
317,m/1002448-birds,Q110043,The Birds,,,,,3300000.0,Q4917,,,P2130,11436618.0,Q4917,,,,,50% of production budget (heuristic),0.45,1650000.0,5146478.100000001,196478.10000000056,0.03969254545454557,3.465641818181818,11000000.0,436618.0,marginal
318,m/1002484-black_christmas,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
319,m/1002497-black_hole,Q304029,The Black Hole,,,,,20000000.0,Q4917,,,P2130,35841901.0,Q4917,,,,,50% of production budget (heuristic),0.45,10000000.0,16128855.450000001,-13871144.549999999,-0.46237148499999997,1.79209505,66666666.666666664,-30824765.666666664,underperformer
320,m/1002511-black_pirate,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
321,m/1002512-black_rain,Q1048085,Black Rain,,,,,30000000.0,Q4917,,,P2130,134212055.0,Q4917,,,,,50% of production budget (heuristic),0.45,15000000.0,60395424.75,15395424.75,0.34212055,4.473735166666667,100000000.0,34212055.0,hit
322,m/1002526-black_sunday,Q1298893,Black Sunday,,,,,8000000.0,Q4917,,,P2130,15769322.0,Q4917,,,,,50% of production budget (heuristic),0.45,4000000.0,7096194.9,-4903805.1,-0.408650425,1.97116525,26666666.666666664,-10897344.666666664,underperformer
323,m/1002531-black_widow,Q1219363,Black Widow,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
324,m/1002540-blackmail,Q916078,Blackmail,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
325,m/1002571-blind_date,Q884135,Blind Date,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
326,m/1002598-blood_and_sand,Q1795987,Blood and Sand,,,,,1115200.0,Q4917,,,P2130,2717200.0,Q4917,,,,,50% of production budget (heuristic),0.45,557600.0,1222740.0,-450060.0,-0.26904591104734576,2.436513629842181,3717333.333333333,-1000133.333333333,underperformer
327,m/1002611-blood_feast,Q885117,Blood Feast,,,,,24500.0,Q4917,,,P2130,4000000.0,Q4917,,,,,50% of production budget (heuristic),0.45,12250.0,1800000.0,1763250.0,47.97959183673469,163.26530612244898,81666.66666666667,3918333.3333333335,smash_hit
328,m/1002681-blue_angel,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
329,m/1002732-bluebeard,Q2884134,Bluebeard,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
330,m/1002907-border,Q1545841,The Border,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
331,m/1002930-born_yesterday,Q375594,Born Yesterday,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
332,m/1002939-boston_strangler,Q659896,The Boston Strangler,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
333,m/1002947-bounty,Q1211716,The Bounty,,,,,25000000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,12500000.0,,,,,83333333.33333333,,
334,m/1002993-boys_from_brazil,Q464111,The Boys from Brazil,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
335,m/1003017-brainstorm,Q1493657,Brainstorm,,,,,18000000.0,Q4917,,,P2130,10219460.0,Q4917,,,,,50% of production budget (heuristic),0.45,9000000.0,4598757.0,-22401243.0,-0.8296756666666667,0.5677477777777777,60000000.0,-49780540.0,bomb
336,m/1003060-breakout,Q932505,Breakout,,,,,1000000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,500000.0,,,,,3333333.333333333,,
337,m/1003075-brewsters_millions,Q229558,Brewster's Millions,,,,,20000000.0,Q4917,,,P2130,40833132.0,Q4917,,,,,50% of production budget (heuristic),0.45,10000000.0,18374909.400000002,-11625090.599999998,-0.3875030199999999,2.0416566,66666666.666666664,-25833534.666666664,underperformer
338,m/1003076-brians_song,Q608905,Brian's Song,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
339,m/1003094-brief_encounter,Q814296,Brief Encounter,,,,,1000000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,500000.0,,,,,3333333.333333333,,
340,m/1003119-broken_arrow,Q477296,Broken Arrow,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
341,m/1003120-broken_blossoms,Q905932,Broken Blossoms,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
342,m/1003136-brotherhood,Q1571591,The Brotherhood,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
343,m/1003217-bug,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
344,m/1003276-burglar,Q486597,Burglar,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
